% Moku:Go Frequency Response Analyzer
% Measurement mode: In / Out (dB)
% Channel 1 (on), AC , 1 MOhm , 10 Vpp, amplitude 5 mVpp (on), offset 0.000 0 V (off), phase 0.000 deg
% Channel 2 (off), DC , 1 MOhm , 10 Vpp, amplitude 100 mVpp (on), offset 0.000 0 V (off), phase 0.000 deg
% Logarithmic sweep from 1.000000 kHz to 200.0000 kHz with 8,192 pts, dynamic amplitude mode off, measuring fundamental, delay compensation 935.0 ns (auto), normalization off
% Averaging time 2.00 ms, 3 cycles; Settling time 100 us, 1 cycles
% 
% Acquired 2026-04-23 T 11:28:44 +0200
% Frequency (Hz), Channel 1 Magnitude (dB), Channel 1 Phase (deg)
1.31301031e+03, -2.5355e-01, -1.8378e+02
1.31385990e+03, -4.0097e-01, -1.8089e+02
1.31471004e+03, -4.2630e-01, -1.8489e+02
1.31556073e+03, -6.9560e-01, -1.8011e+02
1.31641197e+03, -2.8676e-01, -1.7743e+02
1.31726376e+03, -8.9891e-01, -1.8174e+02
1.31811611e+03, -4.2629e-01, -1.8035e+02
1.31896900e+03, -7.7805e-01, -1.7990e+02
1.31982245e+03, -4.3934e-01, -1.8210e+02
1.32067645e+03, -9.0741e-01, -1.8444e+02
1.32153100e+03, -3.0224e-01, -1.8447e+02
1.32238610e+03, -9.1349e-01, -1.7924e+02
1.32324176e+03, 5.7842e-01, -1.7744e+02
1.32409797e+03, 1.0585e-02, -1.8197e+02
1.32495474e+03, -1.0792e-01, -1.8511e+02
1.32581206e+03, -1.7764e-01, -1.8302e+02
1.32666993e+03, -9.9068e-01, -1.7812e+02
1.32752836e+03, -7.6562e-01, -1.7755e+02
1.32838735e+03, -1.4216e-01, -1.7999e+02
1.32924689e+03, -2.0956e-01, -1.8544e+02
1.33010699e+03, -1.0041e+00, -1.8260e+02
1.33096764e+03, -1.1270e+00, -1.8265e+02
1.33182885e+03, -7.6914e-01, -1.7786e+02
1.33269062e+03, -4.2415e-01, -1.7708e+02
1.33355294e+03, -7.8965e-01, -1.8298e+02
1.33441583e+03, -9.5239e-01, -1.8161e+02
1.33527927e+03, -2.8686e-01, -1.8114e+02
1.33614327e+03, -6.4050e-01, -1.8050e+02
1.33700783e+03, -3.8336e-01, -1.8072e+02
1.33787295e+03, -6.7364e-01, -1.8306e+02
1.33873863e+03, -3.4094e-01, -1.8114e+02
1.33960486e+03, -1.0439e+00, -1.7990e+02
1.34047166e+03, -6.2752e-01, -1.7553e+02
1.34133902e+03, -3.5108e-01, -1.8110e+02
1.34220694e+03, -5.5675e-01, -1.8479e+02
1.34307543e+03, -1.2739e+00, -1.8237e+02
1.34394447e+03, -4.7191e-01, -1.7821e+02
1.34481408e+03, 1.9254e-01, -1.8210e+02
1.34568425e+03, -5.6079e-01, -1.8708e+02
1.34655498e+03, -1.0040e+00, -1.8323e+02
1.34742628e+03, -1.0971e+00, -1.7734e+02
1.34829814e+03, -1.1399e-02, -1.8195e+02
1.34917056e+03, -3.3437e-01, -1.8468e+02
1.35004355e+03, -6.7966e-01, -1.8179e+02
1.35091711e+03, -5.0738e-01, -1.8139e+02
1.35179122e+03, -2.8829e-01, -1.8136e+02
1.35266591e+03, -7.5634e-01, -1.8124e+02
1.35354116e+03, -5.6303e-01, -1.8339e+02
1.35441698e+03, -1.2328e+00, -1.8104e+02
1.35529336e+03, -1.9025e-01, -1.7944e+02
1.35617031e+03, -2.2684e-01, -1.8813e+02
1.35704783e+03, -1.0462e+00, -1.8085e+02
1.35792591e+03, -8.2946e-01, -1.7674e+02
1.35880457e+03, 1.8156e-01, -1.7852e+02
1.35968379e+03, -1.2160e+00, -1.8706e+02
1.36056358e+03, -1.1385e+00, -1.8023e+02
1.36144394e+03, -4.3207e-01, -1.7885e+02
1.36232487e+03, -3.1236e-01, -1.8425e+02
1.36320637e+03, -9.9290e-01, -1.7819e+02
1.36408844e+03, -2.4318e-01, -1.8106e+02
1.36497109e+03, -4.6724e-01, -1.8162e+02
1.36585430e+03, -6.3376e-01, -1.8325e+02
1.36673808e+03, -9.5476e-01, -1.8466e+02
1.36762244e+03, -4.6758e-02, -1.7898e+02
1.36850737e+03, -1.5681e-01, -1.8449e+02
1.36939287e+03, -1.3948e+00, -1.8412e+02
1.37027894e+03, -7.3298e-01, -1.8037e+02
1.37116559e+03, 2.4252e-01, -1.8019e+02
1.37205281e+03, -1.2489e+00, -1.8128e+02
1.37294060e+03, -3.2149e-01, -1.7711e+02
1.37382897e+03, -6.5493e-02, -1.8263e+02
1.37471792e+03, -5.2452e-01, -1.8372e+02
1.37560744e+03, -7.0468e-01, -1.8273e+02
1.37649753e+03, -6.6023e-01, -1.8088e+02
1.37738820e+03, -4.1776e-01, -1.8226e+02
1.37827945e+03, -7.0611e-01, -1.8193e+02
1.37917127e+03, 1.1761e-01, -1.7942e+02
1.38006367e+03, -8.6435e-01, -1.8442e+02
1.38095665e+03, -1.1838e+00, -1.8127e+02
1.38185021e+03, -1.3209e-01, -1.8012e+02
1.38274434e+03, -1.0943e+00, -1.8475e+02
1.38363906e+03, -1.2635e+00, -1.7596e+02
1.38453435e+03, -2.9585e-01, -1.8367e+02
1.38543022e+03, -6.3395e-01, -1.8261e+02
1.38632667e+03, -1.8367e-01, -1.8091e+02
1.38722370e+03, -3.3076e-01, -1.8242e+02
1.38812131e+03, -5.9257e-01, -1.8389e+02
1.38901950e+03, -8.6669e-01, -1.8123e+02
1.38991828e+03, -1.5520e-01, -1.7913e+02
1.39081763e+03, -1.0126e+00, -1.8249e+02
1.39171757e+03, -6.7935e-01, -1.7622e+02
1.39261809e+03, -4.0860e-01, -1.8464e+02
1.39351919e+03, -1.7527e+00, -1.8206e+02
1.39442088e+03, -1.9772e-01, -1.7975e+02
1.39532314e+03, -5.9852e-01, -1.8529e+02
1.39622600e+03, -5.6676e-01, -1.8098e+02
1.39712943e+03, -4.4428e-01, -1.8127e+02
1.39803345e+03, -8.4345e-01, -1.8568e+02
1.39893806e+03, -9.3345e-01, -1.8201e+02
1.39984325e+03, -2.7194e-01, -1.8270e+02
1.40074903e+03, -1.2839e+00, -1.8555e+02
1.40165539e+03, -4.4632e-01, -1.7879e+02
1.40256234e+03, -1.4332e+00, -1.7845e+02
1.40346988e+03, -4.3531e-02, -1.7309e+02
1.40437800e+03, 1.7201e-02, -1.8339e+02
1.40528671e+03, -3.3511e-01, -1.8230e+02
1.40619601e+03, -2.3703e-01, -1.8191e+02
1.40710590e+03, -5.9660e-01, -1.8214e+02
1.40801637e+03, -1.0954e+00, -1.7953e+02
1.40892744e+03, 1.9861e-01, -1.8079e+02
1.40983909e+03, -7.0228e-01, -1.8620e+02
1.41075134e+03, -6.8128e-02, -1.7849e+02
1.41166417e+03, -8.0308e-01, -1.8421e+02
1.41257760e+03, -1.5123e-01, -1.7721e+02
1.41349161e+03, -4.7255e-01, -1.8717e+02
1.41440622e+03, 2.1682e-01, -1.8181e+02
1.41532142e+03, -2.0080e-01, -1.7971e+02
1.41623722e+03, -6.7657e-01, -1.8261e+02
1.41715360e+03, -7.8470e-01, -1.8024e+02
1.41807058e+03, -1.7921e-01, -1.8502e+02
1.41898815e+03, -4.7050e-01, -1.7804e+02
1.41990631e+03, -1.6308e-01, -1.8436e+02
1.42082507e+03, -9.5869e-01, -1.7735e+02
1.42174443e+03, -5.8060e-01, -1.8649e+02
1.42266437e+03, -6.0434e-01, -1.8016e+02
1.42358492e+03, -4.2422e-01, -1.8197e+02
1.42450606e+03, -2.2126e-01, -1.8071e+02
1.42542779e+03, -1.0915e+00, -1.7675e+02
1.42635012e+03, 4.1680e-01, -1.8248e+02
1.42727305e+03, -7.1830e-01, -1.7888e+02
1.42819658e+03, -4.5779e-01, -1.8616e+02
1.42912070e+03, -7.2620e-01, -1.8036e+02
1.43004542e+03, -2.7969e-02, -1.8426e+02
1.43097074e+03, -8.5883e-01, -1.8037e+02
1.43189666e+03, -2.3107e-01, -1.8211e+02
1.43282317e+03, -4.3593e-01, -1.8485e+02
1.43375029e+03, -6.2035e-01, -1.7889e+02
1.43467801e+03, -1.9694e-01, -1.8590e+02
1.43560632e+03, 3.4463e-01, -1.7587e+02
1.43653524e+03, 5.4424e-01, -1.8728e+02
1.43746476e+03, -2.5558e-01, -1.7947e+02
1.43839488e+03, -4.8395e-01, -1.8227e+02
1.43932560e+03, -5.5997e-01, -1.8198e+02
1.44025693e+03, -3.2839e-01, -1.8376e+02
1.44118885e+03, -1.2270e+00, -1.8266e+02
1.44212138e+03, -1.4447e-01, -1.8424e+02
1.44305452e+03, -1.5862e+00, -1.8241e+02
1.44398825e+03, -6.9103e-01, -1.8443e+02
1.44492260e+03, -1.3137e+00, -1.7167e+02
1.44585754e+03, -2.7317e-02, -1.8995e+02
1.44679309e+03, -6.1769e-01, -1.7567e+02
1.44772925e+03, 1.3950e-02, -1.8070e+02
1.44866601e+03, -1.4020e+00, -1.8636e+02
1.44960338e+03, 6.6961e-01, -1.8418e+02
1.45054135e+03, -4.1820e-01, -1.8272e+02
1.45147993e+03, -1.7032e-01, -1.8433e+02
1.45241912e+03, -2.4073e-01, -1.7812e+02
1.45335892e+03, -7.0765e-01, -1.8039e+02
1.45429932e+03, -3.3033e-01, -1.8363e+02
1.45524034e+03, -8.5996e-01, -1.8181e+02
1.45618196e+03, -1.1051e+00, -1.8286e+02
1.45712419e+03, -5.0992e-01, -1.8684e+02
1.45806703e+03, -3.5085e-02, -1.7785e+02
1.45901048e+03, -6.3455e-01, -1.8360e+02
1.45995454e+03, -5.9992e-02, -1.7821e+02
1.46089921e+03, 1.5030e-01, -1.8196e+02
1.46184450e+03, -9.7162e-01, -1.8056e+02
1.46279039e+03, -3.3379e-01, -1.8166e+02
1.46373690e+03, -5.1294e-01, -1.7783e+02
1.46468402e+03, -1.0023e+00, -1.8430e+02
1.46563175e+03, -2.6438e-01, -1.8530e+02
1.46658010e+03, -6.3827e-01, -1.7836e+02
1.46752906e+03, -7.3715e-01, -1.8347e+02
1.46847863e+03, -4.2835e-01, -1.8120e+02
1.46942882e+03, -9.3422e-01, -1.8571e+02
1.47037962e+03, -4.0736e-01, -1.7841e+02
1.47133104e+03, 1.0104e+00, -1.8800e+02
1.47228307e+03, -2.0531e-01, -1.8081e+02
1.47323572e+03, -1.2767e+00, -1.8145e+02
1.47418899e+03, -6.1829e-01, -1.8399e+02
1.47514287e+03, -6.6962e-01, -1.8014e+02
1.47609737e+03, -9.5921e-02, -1.8102e+02
1.47705249e+03, -1.1299e+00, -1.8029e+02
1.47800822e+03, 7.4441e-02, -1.8522e+02
1.47896458e+03, 4.6096e-01, -1.8066e+02
1.47992155e+03, -4.9391e-01, -1.7487e+02
1.48087914e+03, -5.7135e-01, -1.8233e+02
1.48183735e+03, -1.2712e+00, -1.7903e+02
1.48279618e+03, -4.0196e-01, -1.7809e+02
1.48375564e+03, -4.8781e-01, -1.7675e+02
1.48471571e+03, -2.9521e-01, -1.8512e+02
1.48567640e+03, -4.0601e-01, -1.8041e+02
1.48663772e+03, -1.3036e+00, -1.7774e+02
1.48759966e+03, -1.3279e+00, -1.8217e+02
1.48856222e+03, -3.8805e-01, -1.8228e+02
1.48952540e+03, -1.1729e+00, -1.8578e+02
1.49048921e+03, -2.6794e-01, -1.7850e+02
1.49145364e+03, -1.2529e+00, -1.8405e+02
1.49241869e+03, -9.5394e-01, -1.8416e+02
1.49338437e+03, 4.3661e-01, -1.7976e+02
1.49435067e+03, 2.5081e-02, -1.7979e+02
1.49531760e+03, -9.0420e-02, -1.8331e+02
1.49628515e+03, -3.9159e-01, -1.8101e+02
1.49725333e+03, 1.6728e-02, -1.8664e+02
1.49822214e+03, -1.6205e-01, -1.7810e+02
1.49919157e+03, -1.4688e+00, -1.7664e+02
1.50016164e+03, -5.4613e-01, -1.8674e+02
1.50113232e+03, -5.5925e-02, -1.8499e+02
1.50210364e+03, -2.7597e-01, -1.7839e+02
1.50307559e+03, -8.9645e-01, -1.8213e+02
1.50404816e+03, -6.5403e-01, -1.8395e+02
1.50502136e+03, -1.6107e-01, -1.8574e+02
1.50599520e+03, -1.4516e+00, -1.8389e+02
1.50696966e+03, -8.3773e-01, -1.7755e+02
1.50794475e+03, -5.8326e-01, -1.8748e+02
1.50892048e+03, 1.3586e-02, -1.8608e+02
1.50989683e+03, 2.3710e-01, -1.7682e+02
1.51087382e+03, -6.1901e-01, -1.7898e+02
1.51185144e+03, -7.2435e-01, -1.8309e+02
1.51282969e+03, -1.5876e-01, -1.8217e+02
1.51380858e+03, -1.4180e-01, -1.8094e+02
1.51478810e+03, -4.1783e-01, -1.8239e+02
1.51576825e+03, -4.1020e-02, -1.8456e+02
1.51674904e+03, 1.1156e-01, -1.8453e+02
1.51773046e+03, 1.2483e-02, -1.8090e+02
1.51871251e+03, -5.4917e-01, -1.7999e+02
1.51969521e+03, -8.3653e-01, -1.8395e+02
1.52067853e+03, -9.2917e-01, -1.8644e+02
1.52166250e+03, 1.0530e-01, -1.8590e+02
1.52264710e+03, -2.3782e-01, -1.8195e+02
1.52363234e+03, 2.0198e-03, -1.8047e+02
1.52461821e+03, -1.4473e+00, -1.8068e+02
1.52560473e+03, -9.3829e-01, -1.8669e+02
1.52659188e+03, -2.4310e-01, -1.8314e+02
1.52757967e+03, -5.3987e-02, -1.8386e+02
1.52856810e+03, -2.6606e-01, -1.8023e+02
1.52955717e+03, -8.6245e-01, -1.7688e+02
1.53054687e+03, -8.6593e-01, -1.8271e+02
1.53153722e+03, -6.6789e-01, -1.8437e+02
1.53252821e+03, 2.7860e-01, -1.8379e+02
1.53351985e+03, 1.1161e-01, -1.8347e+02
1.53451212e+03, -9.2119e-01, -1.8418e+02
1.53550503e+03, -2.9065e-01, -1.8137e+02
1.53649859e+03, -1.3625e+00, -1.8701e+02
1.53749279e+03, -1.1902e+00, -1.8658e+02
1.53848764e+03, -4.1651e-01, -1.8340e+02
1.53948312e+03, -1.4329e-01, -1.8079e+02
1.54047926e+03, -7.8234e-01, -1.8326e+02
1.54147603e+03, -1.8122e-01, -1.8299e+02
1.54247345e+03, -5.3479e-01, -1.8320e+02
1.54347152e+03, -5.6626e-01, -1.8392e+02
1.54447023e+03, -5.8985e-02, -1.8465e+02
1.54546959e+03, 2.2605e-01, -1.8730e+02
1.54646960e+03, -5.2654e-01, -1.8568e+02
1.54747025e+03, 2.0059e-01, -1.8632e+02
1.54847155e+03, -3.9710e-01, -1.7996e+02
1.54947350e+03, -8.8550e-01, -1.8056e+02
1.55047609e+03, 2.5059e-02, -1.8194e+02
1.55147934e+03, -3.5177e-01, -1.7562e+02
1.55248323e+03, -1.0408e+00, -1.8195e+02
1.55348777e+03, -1.5005e+00, -1.8632e+02
1.55449297e+03, -7.4786e-01, -1.8409e+02
1.55549881e+03, -5.7502e-01, -1.8030e+02
1.55650531e+03, -8.3389e-01, -1.8651e+02
1.55751245e+03, 2.0186e-01, -1.8916e+02
1.55852025e+03, -4.0090e-01, -1.8106e+02
1.55952870e+03, -4.0447e-01, -1.8326e+02
1.56053780e+03, 4.4955e-01, -1.7993e+02
1.56154756e+03, -5.8440e-01, -1.7924e+02
1.56255796e+03, -5.0683e-02, -1.8310e+02
1.56356903e+03, -1.2328e+00, -1.7471e+02
1.56458074e+03, -9.6571e-01, -1.8402e+02
1.56559311e+03, 6.5354e-02, -1.7894e+02
1.56660614e+03, -1.5485e+00, -1.7821e+02
1.56761982e+03, -9.6385e-01, -1.8366e+02
1.56863416e+03, -1.0230e+00, -1.8639e+02
1.56964915e+03, -8.5960e-01, -1.8582e+02
1.57066481e+03, -1.0879e+00, -1.8211e+02
1.57168111e+03, -1.6234e+00, -1.8038e+02
1.57269808e+03, -8.9061e-02, -1.8408e+02
1.57371570e+03, -1.8339e-01, -1.8584e+02
1.57473398e+03, -7.9021e-01, -1.8469e+02
1.57575293e+03, -7.6572e-01, -1.8856e+02
1.57677253e+03, -4.9804e-01, -1.8599e+02
1.57779279e+03, -9.9876e-02, -1.8579e+02
1.57881371e+03, -8.0392e-01, -1.8487e+02
1.57983529e+03, -6.4004e-01, -1.8629e+02
1.58085753e+03, -3.5106e-01, -1.8726e+02
1.58188043e+03, 5.9600e-02, -1.8609e+02
1.58290400e+03, -4.7163e-01, -1.8249e+02
1.58392822e+03, -4.3579e-01, -1.8519e+02
1.58495311e+03, -5.9752e-01, -1.8837e+02
1.58597867e+03, -4.4782e-02, -1.8560e+02
1.58700488e+03, -4.1965e-01, -1.8688e+02
1.58803177e+03, -8.1200e-01, -1.8561e+02
1.58905931e+03, -1.1678e+00, -1.8708e+02
1.59008752e+03, -4.0872e-01, -1.8495e+02
1.59111640e+03, -9.9268e-01, -1.8349e+02
1.59214594e+03, -9.4756e-01, -1.8471e+02
1.59317615e+03, -7.8420e-01, -1.8185e+02
1.59420702e+03, -7.2543e-01, -1.8211e+02
1.59523856e+03, -1.1275e+00, -1.8124e+02
1.59627077e+03, -1.0613e+00, -1.7979e+02
1.59730365e+03, -7.9591e-01, -1.7854e+02
1.59833719e+03, -1.1115e+00, -1.8178e+02
1.59937140e+03, -7.0813e-01, -1.7704e+02
1.60040629e+03, -3.3157e-01, -1.7853e+02
1.60144184e+03, -5.7158e-01, -1.8287e+02
1.60247806e+03, 7.6856e-01, -1.7480e+02
1.60351495e+03, -8.9585e-02, -1.8333e+02
1.60455252e+03, -1.5476e-01, -1.8644e+02
1.60559075e+03, -2.8292e-01, -1.8259e+02
1.60662966e+03, -1.5416e-01, -1.8490e+02
1.60766924e+03, -1.0106e+00, -1.8618e+02
1.60870949e+03, -1.6240e+00, -1.8324e+02
1.60975042e+03, -8.3571e-01, -1.8324e+02
1.61079201e+03, -1.7247e+00, -1.7988e+02
1.61183429e+03, -1.9711e-01, -1.7996e+02
1.61287723e+03, -1.0046e+00, -1.7967e+02
1.61392086e+03, -4.4390e-01, -1.7654e+02
1.61496515e+03, 2.2671e-01, -1.7891e+02
1.61601013e+03, -8.1183e-01, -1.8701e+02
1.61705577e+03, -2.7419e-01, -1.8336e+02
1.61810210e+03, 5.8746e-02, -1.8674e+02
1.61914910e+03, -7.6198e-01, -1.8491e+02
1.62019678e+03, 8.0216e-02, -1.7846e+02
1.62124514e+03, -4.4517e-01, -1.8301e+02
1.62229418e+03, 1.3911e-01, -1.8394e+02
1.62334389e+03, -1.1221e-02, -1.8464e+02
1.62439429e+03, -7.8500e-01, -1.8062e+02
1.62544536e+03, -2.7722e-01, -1.8206e+02
1.62649711e+03, -9.1818e-01, -1.8537e+02
1.62754955e+03, -5.3329e-01, -1.8341e+02
1.62860266e+03, -8.5199e-01, -1.8735e+02
1.62965646e+03, -6.6089e-01, -1.7746e+02
1.63071094e+03, -1.1901e-01, -1.7850e+02
1.63176610e+03, 3.9850e-01, -1.8113e+02
1.63282195e+03, 3.5759e-02, -1.8159e+02
1.63387847e+03, -1.0108e+00, -1.8623e+02
1.63493568e+03, -1.3066e+00, -1.8293e+02
1.63599358e+03, -1.2674e+00, -1.7927e+02
1.63705216e+03, -1.1085e+00, -1.7702e+02
1.63811142e+03, 1.2127e-01, -1.8429e+02
1.63917137e+03, -4.9471e-01, -1.8601e+02
1.64023201e+03, -7.6534e-01, -1.8665e+02
1.64129333e+03, -1.0343e+00, -1.8418e+02
1.64235534e+03, -7.9137e-02, -1.8074e+02
1.64341803e+03, -3.9678e-02, -1.8012e+02
1.64448142e+03, -1.8720e-01, -1.8371e+02
1.64554549e+03, -6.1955e-01, -1.8673e+02
1.64661025e+03, -6.8118e-01, -1.7790e+02
1.64767570e+03, -7.7554e-01, -1.7889e+02
1.64874183e+03, 5.5535e-03, -1.7976e+02
1.64980866e+03, 2.2575e-01, -1.8393e+02
1.65087618e+03, -7.0497e-01, -1.8188e+02
1.65194439e+03, -3.8824e-01, -1.8341e+02
1.65301329e+03, -6.9250e-01, -1.8353e+02
1.65408288e+03, -2.4871e-03, -1.8504e+02
1.65515317e+03, -8.2040e-01, -1.8372e+02
1.65622414e+03, -5.3842e-01, -1.8251e+02
1.65729581e+03, -1.0023e+00, -1.8335e+02
1.65836818e+03, -4.2423e-01, -1.8030e+02
1.65944123e+03, -1.0274e-01, -1.8161e+02
1.66051498e+03, -6.4264e-01, -1.8469e+02
1.66158943e+03, -1.3045e+00, -1.8348e+02
1.66266457e+03, -4.8800e-01, -1.7945e+02
1.66374041e+03, 4.3672e-01, -1.8004e+02
1.66481694e+03, -9.0149e-01, -1.8504e+02
1.66589417e+03, -1.2501e+00, -1.8068e+02
1.66697210e+03, -7.5584e-01, -1.7978e+02
1.66805072e+03, 6.7377e-02, -1.8244e+02
1.66913004e+03, -1.1223e+00, -1.8328e+02
1.67021006e+03, -8.7137e-01, -1.8012e+02
1.67129078e+03, -1.4292e-01, -1.8180e+02
1.67237220e+03, -7.8393e-03, -1.8570e+02
1.67345432e+03, 2.0180e-01, -1.8488e+02
1.67453714e+03, -2.4988e-01, -1.8389e+02
1.67562066e+03, -4.3220e-01, -1.8322e+02
1.67670488e+03, -4.0165e-01, -1.8208e+02
1.67778980e+03, -7.8389e-01, -1.8529e+02
1.67887542e+03, -1.9456e-01, -1.7998e+02
1.67996175e+03, 2.1398e-01, -1.8243e+02
1.68104878e+03, -5.8706e-01, -1.8570e+02
1.68213651e+03, -6.5419e-01, -1.8034e+02
1.68322495e+03, -2.0693e-01, -1.8301e+02
1.68431409e+03, -6.8203e-01, -1.8618e+02
1.68540394e+03, -8.1331e-01, -1.8007e+02
1.68649449e+03, 1.4761e-01, -1.8385e+02
1.68758574e+03, -9.2108e-01, -1.8496e+02
1.68867770e+03, -1.1178e+00, -1.8099e+02
1.68977037e+03, -1.6127e-01, -1.8187e+02
1.69086375e+03, -6.7607e-01, -1.8504e+02
1.69195783e+03, -4.4868e-01, -1.8580e+02
1.69305262e+03, -3.4516e-01, -1.7908e+02
1.69414812e+03, -5.2681e-01, -1.8516e+02
1.69524433e+03, -6.7464e-01, -1.8515e+02
1.69634125e+03, -9.2253e-01, -1.8000e+02
1.69743888e+03, -8.0631e-01, -1.8584e+02
1.69853722e+03, -1.3679e+00, -1.8336e+02
1.69963626e+03, 1.7176e-01, -1.7910e+02
1.70073602e+03, -3.6867e-01, -1.8633e+02
1.70183650e+03, -5.4064e-01, -1.7892e+02
1.70293768e+03, -1.7924e-01, -1.8404e+02
1.70403957e+03, -5.9616e-01, -1.8435e+02
1.70514218e+03, -4.4740e-01, -1.7980e+02
1.70624551e+03, -4.4778e-01, -1.8615e+02
1.70734954e+03, -4.7416e-01, -1.8125e+02
1.70845429e+03, -2.7582e-01, -1.8388e+02
1.70955976e+03, -3.9678e-01, -1.8511e+02
1.71066594e+03, -4.7633e-01, -1.8461e+02
1.71177284e+03, -5.4208e-01, -1.7819e+02
1.71288045e+03, -4.5694e-01, -1.8622e+02
1.71398878e+03, -9.7567e-01, -1.8144e+02
1.71509782e+03, -1.2983e-01, -1.8421e+02
1.71620759e+03, -1.1513e+00, -1.7934e+02
1.71731807e+03, -1.6023e-01, -1.8237e+02
1.71842927e+03, -6.3189e-01, -1.8625e+02
1.71954119e+03, -4.5742e-01, -1.7735e+02
1.72065383e+03, -6.9026e-01, -1.8613e+02
1.72176719e+03, -5.5827e-01, -1.7995e+02
1.72288127e+03, -4.0753e-01, -1.8393e+02
1.72399607e+03, -5.7658e-01, -1.8378e+02
1.72511159e+03, -5.8100e-01, -1.8235e+02
1.72622784e+03, -2.8805e-01, -1.8353e+02
1.72734480e+03, -1.2123e+00, -1.8469e+02
1.72846249e+03, 1.8101e-01, -1.8216e+02
1.72958090e+03, -7.9423e-01, -1.8517e+02
1.73070004e+03, -7.7411e-02, -1.8292e+02
1.73181990e+03, -1.1535e+00, -1.8593e+02
1.73294048e+03, -3.6025e-01, -1.8078e+02
1.73406179e+03, -2.5754e-01, -1.8619e+02
1.73518383e+03, -2.8633e-01, -1.8212e+02
1.73630659e+03, -6.9284e-01, -1.8283e+02
1.73743007e+03, -1.0119e+00, -1.8403e+02
1.73855429e+03, -3.8401e-01, -1.7980e+02
1.73967923e+03, -1.1762e-01, -1.8617e+02
1.74080490e+03, -3.4510e-02, -1.8373e+02
1.74193130e+03, -6.4447e-01, -1.8603e+02
1.74305843e+03, 2.2240e-01, -1.8180e+02
1.74418628e+03, -8.9059e-01, -1.8810e+02
1.74531487e+03, -5.6844e-02, -1.8059e+02
1.74644418e+03, -7.2393e-01, -1.8394e+02
1.74757423e+03, -5.0234e-01, -1.8076e+02
1.74870501e+03, -3.6353e-01, -1.8532e+02
1.74983652e+03, -7.0461e-01, -1.8483e+02
1.75096876e+03, 5.2755e-01, -1.8324e+02
1.75210174e+03, -1.5857e+00, -1.8116e+02
1.75323544e+03, 5.3287e-02, -1.8609e+02
1.75436988e+03, -1.1388e+00, -1.7889e+02
1.75550506e+03, -8.2172e-01, -1.8656e+02
1.75664097e+03, -5.2147e-01, -1.8017e+02
1.75777762e+03, -5.3599e-01, -1.8356e+02
1.75891500e+03, -5.8356e-01, -1.8266e+02
1.76005311e+03, -7.3512e-01, -1.8348e+02
1.76119196e+03, -6.7575e-01, -1.8328e+02
1.76233155e+03, 1.0625e-01, -1.8403e+02
1.76347188e+03, -8.1836e-01, -1.7851e+02
1.76461295e+03, -1.3082e-01, -1.8573e+02
1.76575475e+03, -2.8990e-01, -1.8005e+02
1.76689729e+03, -8.2968e-01, -1.8794e+02
1.76804057e+03, -8.7203e-02, -1.8007e+02
1.76918459e+03, -5.7860e-01, -1.8306e+02
1.77032936e+03, -3.8960e-01, -1.8439e+02
1.77147486e+03, -7.9991e-01, -1.8474e+02
1.77262110e+03, -7.1658e-01, -1.8031e+02
1.77376809e+03, -4.3912e-01, -1.8674e+02
1.77491581e+03, -4.2164e-02, -1.7899e+02
1.77606428e+03, -1.2243e+00, -1.7901e+02
1.77721350e+03, -4.0899e-01, -1.8618e+02
1.77836345e+03, -6.0610e-01, -1.7935e+02
1.77951415e+03, -4.8443e-01, -1.8392e+02
1.78066560e+03, -4.2183e-01, -1.8096e+02
1.78181779e+03, -5.8306e-01, -1.8276e+02
1.78297072e+03, -3.3282e-01, -1.7948e+02
1.78412441e+03, -5.1755e-01, -1.8549e+02
1.78527883e+03, -8.4818e-02, -1.7997e+02
1.78643401e+03, -7.6144e-01, -1.7995e+02
1.78758993e+03, -6.8213e-01, -1.8818e+02
1.78874660e+03, -2.2756e-01, -1.7843e+02
1.78990402e+03, -7.0322e-01, -1.8211e+02
1.79106219e+03, -5.4357e-01, -1.8356e+02
1.79222111e+03, -1.4659e+00, -1.8219e+02
1.79338077e+03, 4.6145e-01, -1.8033e+02
1.79454119e+03, -9.4296e-01, -1.8098e+02
1.79570236e+03, -1.4836e-01, -1.8528e+02
1.79686428e+03, -1.5978e-01, -1.8419e+02
1.79802695e+03, -4.7359e-01, -1.7951e+02
1.79919038e+03, -3.4110e-01, -1.8481e+02
1.80035455e+03, -2.7669e-01, -1.7937e+02
1.80151948e+03, -7.7747e-01, -1.8110e+02
1.80268517e+03, -3.2081e-02, -1.8038e+02
1.80385160e+03, -3.8278e-01, -1.8253e+02
1.80501880e+03, -2.1044e-01, -1.8556e+02
1.80618675e+03, -3.9328e-01, -1.8145e+02
1.80735545e+03, -1.0557e+00, -1.8311e+02
1.80852491e+03, -1.0384e-01, -1.8248e+02
1.80969513e+03, -4.7663e-01, -1.8255e+02
1.81086610e+03, -4.4567e-01, -1.8450e+02
1.81203783e+03, -9.3344e-01, -1.8157e+02
1.81321032e+03, -8.1109e-01, -1.8350e+02
1.81438357e+03, -3.7772e-01, -1.8703e+02
1.81555758e+03, 1.4518e-01, -1.8222e+02
1.81673234e+03, -1.0292e+00, -1.8267e+02
1.81790787e+03, -7.3253e-01, -1.8166e+02
1.81908416e+03, -2.0748e-01, -1.8314e+02
